Varieties,price,Suitable,address,g,stage,oldPrice,Classification,ManufacturerAddress,PorductName,daraurl,ManufacturerName,Flavor,title,brand
,无,全犬种,加拿大,11400g,全犬期,880.00,犬粮,加拿大,,,champion petfoods,其他,新品加拿大Acana爱肯拿无谷野生猪南瓜全犬配方狗粮11.4kg易吸收,爱肯拿
,无,,新西兰,900g,全犬期,325.00,,ADD Addiction优之选,,,ADD Addiction优之选,牛肉味,新西兰ADD Addiction优之选无谷脱水狗粮干粮肉松粮牛肉西葫芦2磅,ADD Addiction优之选
通用型,无,,美国,1000g,全犬期,33.00,犬粮,P.O. Box 3608 San Luis Obispo,,,CANIDAE CORPORATION,其他,卡比Canidae 四种肉原味天然配方成幼犬狗粮1KG 包邮,卡比
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,其他,3000g,离乳期,179.00,专用粮,中国,,,皇家宠物食品,其他,【多省包邮】 法国皇家小型犬奶糕怀孕及离乳小型幼犬粮3kg,ROYAL CANIN/皇家
通用型,无,全犬种,美国,1360g,幼犬,289.00,犬粮,METZ/玫斯,,,METZ/玫斯,其他,METZ玫斯天然无谷物鲜肉宠物幼犬粮12磅/5.45kg贵宾比熊通用狗粮,METZ/玫斯
,无,,美国,3000g,全犬期,285.00 - 320.00,,日本,,,日本Artemis,鸡肉味,现货包邮日本Artemis宠物狗狗雅思松茸狗粮减肥犬低脂粮小颗粒3kg,Artemis
,无,全犬种,美国,13000g,全犬期,780.00,犬粮,美国,,,Diamond Pet Foods,其他,美国荒野盛宴国际版峡谷野猪无谷全犬配方狗粮13kg双标防伪 包邮,Taste of the Wild/荒野盛宴
,无,全犬种,其他,2000g,成犬,242.00,,巴西淘淘,,,EQUIL I BRIO/力派,其他,优惠巴西淘淘处方狗粮CA力派心脏病粮2kg心力衰竭高血压腹水包邮,TOTAL EQUILIBRIO
通用型,无,,加拿大,6000g,全犬期,675.00,犬粮,加拿大亚伯达省,,,加拿大渴望,鱼肉味,现货 Orijen渴望狗粮 六种鱼全犬粮6kg成犬幼犬泰迪金毛边境美毛,Orijen
通用型,无,,加拿大,11400g,全犬期,1125.00,犬粮,加拿大亚伯达省渴望,,,加拿大亚伯达省渴望,鱼肉味,现货 Orijen渴望狗粮 六种鱼犬粮11.4kg成犬幼犬泰迪金毛边境美毛,渴望
,无,,加拿大,1200g,全犬期,120.00,犬粮,加拿大爱肯拿,,,加拿大进口粮,鱼肉味,「天俊授权」Acana爱肯拿天然狗粮无谷全犬深海鱼美毛配方 1.2kg,ACANA 爱肯拿
,无,全犬种,新西兰,1490g,全犬期,180.00,,K9,,,K9,其他,【包邮】 K9原味半冻干软粮D4全年龄狗粮3.3磅牛肉软骨犬粮1.49kg,other/其他
,无,,加拿大,11300g,全犬期,629.00,,加拿大,,,go,羊肉味,官方授权带防伪加拿大Go Natural生命防护系列羊肉全犬狗粮25磅,GO
通用型,无,全犬种,美国,2000g,全犬期,215.00,犬粮,美国,,,美国鱼子酱,鸡肉味,鱼子酱鸡肉御谷全犬期狗粮4.4磅/2kg天然成犬宠物犬粮,美国鱼子酱
通用型,无,全犬种,其他,2500g,全犬期,38.40,犬粮,贝卓,,,上海鹰迪宠物用品,牛肉味,幼犬粮5斤小狗娘通用型比熊专用 泰迪贵宾小型犬2.5kg5斤,other/其他
,无,,新西兰,425g,全犬期,240.00,犬粮,新西兰,,,KIWI KITCHENS,牛肉味,酒鬼一家  新西兰原装进口KIWI KITCHENS  牛肉配方冻干犬粮 425g,kiwi
,无,全犬种,加拿大,1000g,成犬,60.00,犬粮,加拿大妙趣,,,加拿大妙趣,牛肉味,加拿大妙趣天然成犬狗粮牛肉味狗粮1kg60元 3kg150元 10kg388元,mutural/妙趣
通用型,无,全犬种,美国,3000g,全犬期,295.00,犬粮,厂址,,,美国凌采宠物食品,鸡肉味,双标防伪美国进口凌采evo狗粮天然火鸡6.6磅/6斤狗粮小颗粒,凌采EVO
,无,,日本,270g,成犬,50.00,,888,,,222,牛肉味,现货 日本 新款日清牛肉营养幸福成犬1~6岁狗粮 270g,日本代购
,无,全犬种,加拿大,2000g,幼犬,178.00,,加拿大卡宣布路123号,,,加拿大汤美仕伽,鸡肉味,加拿大进口狗粮TEB!汤恩贝D1天然无谷火鸡肉小型幼犬粮4.4磅包邮,TEB!汤恩贝
,无,全犬种,加拿大,6800g,成犬,440.00,,渴望,,,渴望,鸡肉味,大促  WDJ推荐加拿大Orijen渴望无谷成犬配方狗粮6kg 6.8公斤13磅,渴望
通用型,无,全犬种 吉娃娃 巴哥犬 柯基 比熊 泰迪 约克夏 西施犬 贵宾 雪纳瑞,其他,2000g,幼犬,165.00,犬粮,巴西米纳斯吉拉斯州，费尔南迪亚斯公755Km处,,,TOTAL Alimentos S.A.,其他,巴西淘淘狗粮 力派小型犬幼犬粮2kg进口博美犬泰迪比熊去泪痕狗粮,TOTAL EQUILIBRIO
通用型,无,,英国,1500g,幼犬,150.00,犬粮,英国海洋之星,,,海洋之星,鱼肉味,英国海洋之星天然无谷幼犬狗粮中小型犬1.5kg泰迪贵宾去泪痕美毛,Fish4Dogs/海洋之星
,无,全犬种,加拿大,2270g,全犬期,245.00 - 290.00,犬粮,加拿大,,,加拿大Orijen,鱼肉味,现货加拿大Orijen渴望六种鱼海藻无谷狗粮全犬期天然粮2.27kg包邮,加拿大Orijen渴望
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,13600g,全犬期,790.00,犬粮,美国,,,美国福摩,鱼肉味,美国福摩Fromm三文鱼蔬菜犬狗粮30磅泰迪贵宾成犬幼犬美毛,Fromm/福摩
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,13600g,全犬期,790.00,犬粮,美国福摩,,,美国福摩,鸭肉,美国福摩Fromm鸭肉甜薯犬狗粮30磅肠胃敏感泰迪比熊成犬幼犬,Fromm/福摩
日本柴犬,无,,日本,1200g,幼犬,118.00,,日本大阪,,,株式会社,鸡肉味,现货  日本犬柴犬幼犬专用狗粮1.2KG鱼肉味富含DHA EPA●,日本代购
,无,,日本,3000g,成犬,428.00 - 458.00,,JanP,,,JanP,鸡肉味,日本Pet Do自然发酵制狗粮 美毛亮毛保护关节 成犬粮 整包3000g,Pet Do
,无,,日本,3000g,幼犬,458.00,,JanP,,,JanP,鸡肉味,日本Pet Do自然发酵制狗粮 美毛亮毛保护关节 幼犬粮 整包3000g,Pet Do
,无,,加拿大,2000g,全犬期,175.00,,加拿大爱肯拿,,,Canadian champion pet,其他,「临期特价」 WDJ推荐爱肯拿无谷犬农场盛宴配方宠物全犬狗粮 2Kg,ACANA 爱肯拿
通用型,无,全犬种,澳大利亚,10000g,成犬,338.00,犬粮,澳洲,,,SJ Alliance Australia,羊肉味,包邮 澳维加 羊肉米饭成犬粮10KG 澳大利亚进口 美毛健康天然狗粮,OZVIC/澳维加
通用型,无,,美国,10659g,全犬期,650.00,犬粮,美国,,,美国维采,牛肉味,现货WDJ五星级美国维采野牛肉白鱼无谷有机粮幼犬成犬粮23.5磅,维采
通用型,无,哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 萨摩耶 边境牧羊犬 金毛 雪纳瑞,美国,12700g,全犬期,780.00,犬粮,美国,,,美国钻石工厂,鹿肉,WDJ六星荒野盛宴松林风味鹿肉羊肉标准颗粒狗粮28磅,Taste of the Wild/荒野盛宴
,无,全犬种,美国,11339g,成犬,850.00,犬粮,,,,麻利,鸡肉味,美国进口麻利Merrick天然鸡肉狗粮无谷成犬粮全犬种25磅,Merrick
,无,全犬种,比利时,1200g,成犬,110.00,,比利时猋狗粮,,,比利时 猋狗粮,鸡肉味,ProPURE猋无谷天然狗粮成犬鸡肉 比利时进口狗粮 无谷天然粮1.2KG,猋
通用型,无,,比利时,1000g,成犬,120.00,犬粮,耐吉斯,,,耐吉斯,鸡肉味,进口耐吉斯鸡肉三文鱼配方泰迪比熊成犬粮3.0磅小型成犬天然狗粮,耐吉斯
,无,全犬种,加拿大,2270g,全犬期,290.00,,加拿大渴望公司,,,加拿大渴望公司,鱼肉味,呆萌宠 渴望orijen六种鱼犬粮2.27kg 泰迪金毛无谷天然狗粮赠零食,Orijen
,无,全犬种,比利时,6000g,幼犬,260.00,犬粮,嗗达,,,嗗达,鸡肉味,【幼犬6kg】WOOFSTARD 嗗达狗粮 天然幼犬粮 不分体型,WOOFSTARD/嗗达
,无,,新西兰,3000g,全犬期,285.00,,新西兰,,,新西兰,鹿肉,ZEAL新西兰天然配方半湿粮软粮鹿肉全犬粮3KG6.5磅,zeal
通用型,无,全犬种,其他,1500g,幼犬,425.00,犬粮,海洋之星,,,海洋之星,鱼肉味,海洋之星幼犬狗粮小颗粒6kg 天然粮【杨大福,Fish4Dogs/海洋之星
通用型,无,全犬种,其他,6000g,成犬,405.00,犬粮,英国,,,海洋之星,鱼肉味,海洋之星成犬狗粮小颗粒三文鱼6kg 天然粮狗粮【杨大福,Fish4Dogs/海洋之星
,无,全犬种,美国,57g,全犬期,88.00,,百利,,,百利,鸡肉味,白猪商店 高级冻干粮 百利Instinct冻干生鲜水果肉块鸡肉狗粮57g,百利
,无,,美国,9000g,全犬期,769.00,,Instinct,,,Instinct,鸡肉味,白猪商店 美国进口Instinct百利金装无谷高蛋白鸡肉全犬狗粮20磅,Instinct
通用型,无,,美国,2267g,全犬期,476.00,犬粮,美国福摩宠物厂家,,,美国福摩宠物厂家,其他,美国进口福摩fromm鸭肉甜薯蔬菜配方通用型全犬粮狗主粮,Fromm/福摩
,无,全犬种,美国,2040g,全犬期,476.00,犬粮,美国雪山,,,美国雪山,鸭肉,美国进口天衡宝（原雪山）天然狗粮鸭薯低敏无谷全犬通用犬粮,美国雪山
,无,,美国,1800g,全犬期,456.00,,美国福摩宠物厂家,,,美国福摩宠物厂家,兔肉+鸭肉,福摩犬粮 美国狗粮Fromm无谷鸭肉兔肉幼成犬粮天然狗粮4磅泰迪,Fromm/福摩
,无,,美国,1800g,全犬期,456.00,,美国,,,威斯康辛州工厂,其他,美国进口福摩Fromm狗粮4磅无谷猎年幼成全犬粮,Fromm/福摩
,无,全犬种,新西兰,500g,全犬期,35.00,,zeal,,,zeal,鱼肉味,纽西兰Zeal 天然半湿狗粮鳟鱼配方 新西兰进口鲜肉狗粮500克分装,ZEAL
通用型,无,,英国,1500g,成犬,140.00,犬粮,中国,,,海洋之星,鱼肉味,海洋之星天然粮无谷狗粮泰迪通用犬粮通用型深海鱼成犬小颗1.5kg,Fish4Dogs/海洋之星
通用型,无,,其他,2000g,幼犬,165.00,犬粮,,,,TOTAL EQUILIBRIO,其他,宠物狗粮巴西淘淘泰迪比熊小型犬幼犬粮食品 犬主粮包邮2kg,TOTAL EQUILIBRIO
,无,,美国,453g,全犬期,29.00,,美国,,,百利工厂,鸡肉味,美国百利狗粮 本能无谷鸡肉全犬期狗粮 幼犬成犬粮 1磅试吃,百利
,无,,其他,15000g,成犬,695.00,,加拿大,,,壹之选,羊肉味,现货香港购 加拿大 1ST CHOICE 壹之选敏感皮肤羊鱼配方狗粮15KG,壹之选
,无,,其他,2000g,老年犬,148.00,,法国,,,ROYAL CANIN,鸡肉味,香港购 法国ROYAL CANIN原装皇家小型犬老犬专用狗粮2KG,皇家
,无,,其他,1500g,成犬,108.00,,法国,,,ROYAL CANIN,其他,香港购 法国ROYAL CANIN皇家超小型八岁以上成犬狗粮 1.5KG,ROYAL CANIN/皇家
,无,约克夏,其他,1500g,成犬,158.00,,法国,,,ROYAL CANIN,鸡肉味,香港购 法国原装ROYAL CANIN皇家约克夏成犬专用狗粮1.5KG,ROYAL CANIN
,无,全犬种,美国,500g,幼犬,25.00,,美国,,,美国宠物食品公司,鸡肉味,【宠物印象】WDJ推荐美国鱼子酱无谷鸡肉幼犬期狗粮 分装500G,美国鱼子酱
,无,,加拿大,2268g,全犬期,290.00,犬粮,加拿大,,,加拿大,鱼肉味,寰球萌宠/台版进口渴望六种鱼成幼全犬无谷天然狗粮5磅包邮,渴望
,无,全犬种,美国,15890g,老年犬,745.00,专用粮,美国维采,,,美国维采宠物食品厂,鸡肉味,维采  有机天然鸡肉老犬/减肥配方天然狗粮35磅 WDJ推荐,other/其他
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,12700g,全犬期,18.00 - 460.00,犬粮,美国,,,美国自然光环,鱼肉味,美国halo自然光环狗粮28磅自然光环幼犬粮成犬粮进口天然粮两款选,美国自然光环
通用型,无,,英国,1000g,幼犬,64.00,,英国海洋之星狗粮厂,,,海洋之星,鱼肉味,②份包邮㊣Fish4Dogs海洋之星美毛无谷深海鱼幼犬粮小颗粒散装1kg,Fish4Dogs/海洋之星
通用型,无,全犬种,加拿大,6000g,成犬,450.00,犬粮,,,,爱肯拿,鸡肉味,包邮 Acana爱肯拿狗粮天然粮 无谷小型犬成犬粮小颗粒 6kg,ACANA/爱肯拿
通用型,无,全犬种,加拿大,2000g,成犬,190.00,犬粮,,,,爱肯拿,鸡肉味,包邮 Acana爱肯拿狗粮天然粮 无谷小型犬成犬粮小颗粒 2kg,ACANA/爱肯拿
,无,全犬种,美国,12700g,全犬期,820.00,,美国,,,荒野盛宴,鱼肉味,荒野盛宴狗粮鹿肉鹰嘴豆护肤美毛泰迪金毛全犬期通用型28磅包邮,荒野盛宴
通用型,无,,美国,10000g,幼犬,371.00,犬粮,美国汤伯,,,汤伯,鸡肉味,多省包邮 美国汤伯狗粮 鸡肉燕麦天然幼犬粮10kg 泰迪 金毛犬主粮,汤伯
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,12700g,全犬期,460.00,犬粮,美国,,,自然光环,鸡肉味,官方授权正品送2斤美国进口HALO自然光环鸡肉狗粮去泪痕犬粮28磅,美国HALO自然光环
,无,,日本,200g,老年犬,58.00,,维他汪君,,,维他汪君,其他,日本原产维他汪君高龄犬专用牛肉鸡肉双拼软粮狗粮200g,维他汪君
通用型,无,全犬种,其他,16000g,幼犬,436.00,犬粮,中国,,,皇誉宠物食品有限公司,其他,正品皇家A3幼犬狗粮幼犬及怀孕母犬 泰迪幼犬奶糕15kg加送1kg包邮,皇家
通用型,无,全犬种,美国,2200g,全犬期,215.00,犬粮,美国,,,fromm,鱼肉味,木木宠物馆/FROMM福摩三文鱼蔬菜全犬美毛狗粮5磅包邮！,Fromm/福摩
,无,全犬种,美国,6800g,全犬期,415.00,,美国,,,fromm,鸭肉,Fromm福摩狗粮 鸭肉甜薯蔬菜配方幼犬成犬粮15磅,福摩
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,英国,12200g,成犬,615.00 - 690.00,犬粮,"Ocean House,Rushock   Estate,Droitwich   Road,Rushock,Worcestershire,WR9   ONR,Engiand",,,Fish4Dogs Ltd,鱼肉味,英国海洋之星天然三文鱼美毛配方中小型犬泰迪成犬狗粮小颗粒12kg,Fish4Dogs/海洋之星
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,11400g,成犬,920.00 - 975.00,犬粮,9503-90 AVE.Morinville.AB T8R 1k7 CANADA,,,CHAMPION PETFOODS LP.,鸡肉味,正品防伪 Orijen渴望无谷配方泰迪成犬狗粮全犬种通用犬主粮25磅,Orijen渴望
,无,全犬种,其他,250g,全犬期,168.00,犬粮,上海萌系宠物用品有限公司,,,上海萌系宠物用品有限公司,其他,保鲜粮狗粮猫粮宠物粮无水粮宠物用品新品热销包邮脱水粮宠物零食,萌系宠物
通用型,无,全犬种,英国,2500g,全犬期,58.00,犬粮,宠多格宠物食品,,,宠多格宠物食品有限公司,鸡肉味,雅顿天然狗粮2.5KG比熊去泪痕美毛小型犬全犬期狗粮幼犬专用包邮,雅顿
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,比利时,2000g,幼犬,125.00,犬粮,比利时,,,啃达,鸡肉味,比利时啃达天然狗粮鸡肉味幼犬粮2kg泰迪金毛小中型全犬通用狗粮,啃达
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,13607g,全犬期,32.00,犬粮,美国,,,美国雪山宠物食品,其他,福摩鸭肉甜马铃薯天然粮成犬粮幼犬粮泰迪金毛全期狗粮美毛促发育,Fromm/福摩
,无,,加拿大,1200g,全犬期,105.00 - 125.00,,爱肯拿厂家出品,,,爱肯拿厂家出品,羊肉味,爱肯拿无谷羊肉苹果幼犬成犬全犬狗粮1.2kg  金毛 泰迪,ACANA/爱肯拿
,无,全犬种,美国,1816g,全犬期,228.00,犬粮,福摩,,,福摩,牛肉味,福摩Fromm 无谷牛肉蔬菜全犬成犬幼犬美毛狗粮4磅,Fromm/福摩
贵宾/泰迪,无,,英国,1500g,全犬期,425.00,犬粮,英国,,,英国海洋之星,鱼肉味,包邮英国海洋之星三文鱼玩具全犬期贵宾美毛无谷天然狗粮6kg,Fish4Dogs/海洋之星
通用型,无,,其他,1800g,成犬,130.00 - 175.00,专用粮,100,,,比格泰,鸡肉味,拍下130美滋元高钙牛奶球味幼犬泰迪犬粮比格泰狗粮10kg多省包邮,美滋元
,无,,美国,2268g,全犬期,100.00,,美国,,,进口,鸭肉,美国进口雪山鸭薯狗粮全犬期细粒天然狗粮5磅金毛泰迪贵宾去泪痕,雪山
通用型,无,全犬种,新西兰,1814g,全犬期,215.00,犬粮,Addiction,,,Addiction,羊肉味,新西兰ADD Addiction优之选天然成犬无谷狗粮 无谷野牧羊肉 4磅,Addiction
,无,,美国,500g,全犬期,19.00,,美国HALO,,,美国HALO,其他,美国HALO自然光环 鲑鱼三文鱼蔬菜狗粮全犬粮 分装散装试用装500g,美国HALO
通用型,无,全犬种,其他,2000g,成犬,165.00,犬粮,上海,,,上海皇誉宠物食品有限公司,其他,皇家犬泌尿道处方粮LP18尿结石狗粮犬主粮2KG包邮,ROYAL CANIN/皇家
,无,,其他,2000g,全犬期,164.00,犬粮,Nature Bridge/比瑞吉,,,Nature Bridge/比瑞吉,其他,包邮-比瑞吉泌尿道调理成犬粮2kg 宠物狗狗处方粮 配方犬主粮天然,Nature Bridge/比瑞吉
,无,,其他,1400g,离乳期,75.00,,皇家,,,皇家,其他,皇家奶糕ROYAL CANIN法国皇家MIS30小型犬奶糕1.2kg幼犬粮狗粮,皇家
通用型,无,全犬种,英国,1500g,幼犬,150.00,犬粮,,,,海洋之星,鱼肉味,英国海洋之星Fish4Dogs无谷抗敏深海鱼幼犬美毛狗粮小颗粒 1.5kg,Fish4Dogs/海洋之星
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,13620g,全犬期,1300.00,犬粮,美国,,,fromm family petfood,鸡肉味,美国福摩Fromm鸡肉鱼蔬菜配方 天然狗粮 福摩鸡肉鱼犬粮 30磅包邮,Fromm/福摩
通用型,无,全犬种 其他,其他,1500g,成犬,155.80,专用粮,皇家公司上海,,,皇家公司,其他,现货新到包邮法国皇家 MS25维持关节灵活性的处方犬粮 1.5KG 狗粮,ROYAL CANIN/皇家
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,其他,15000g,成犬,239.00,犬粮,天津,,,天津珍宝厂家,牛肉味,珍宝狗粮15kg30斤什锦牛肉泰迪比熊金毛萨摩德牧成犬粮 正品包邮,SANPO/珍宝
通用型,无,全犬种,英国,12000g,成犬,690.00,犬粮,英国,,,海洋之星,鱼肉味,海洋之星通用型狗粮 无谷深海鱼成犬天然粮 金毛萨摩大颗粒12KG,Fish4Dogs/海洋之星
,无,,加拿大,1200g,幼犬,135.00,,,,,champion petfoods,其他,加拿大官网授权双标渴望Orijen小型犬幼犬泰迪比熊幼犬粮1.2KG,渴望
通用型,无,,加拿大,2000g,全犬期,165.00,犬粮,爱肯拿,,,爱肯拿,羊肉味,包邮-爱肯拿无谷羊肉苹果全犬狗粮2kg 实际发500g*4包,ACANA/爱肯拿
,无,,美国,2270g,全犬期,212.00,,福摩厂家出品,,,福摩厂家出品,鱼肉味,包邮-FROMM福摩三文鱼全犬美毛狗粮5磅 实际发454G*5包,福摩Fromm
金毛,无,其他 哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,其他,2000g,成犬,145.00,,巴西,,,巴西淘淘,鸡肉味,巴西粮淘淘力派狗粮2kg 中大型成年犬粮拉布拉多金毛德牧雪橇犬,巴西淘淘
,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,澳大利亚,15000g,成犬,385.00,,澳大利亚,,,APFE澳大利亚宠物食品出口有限公司,羊肉味,澳洲贵族狗粮羊肉米饭成犬粮鸸鹋油15kg天然,贵族
,无,全犬种,加拿大,2270g,幼犬,240.00,犬粮,加拿大,,,渴望,鸡肉味,破包！加拿大渴望Orijen 无谷天然幼犬粮2.27KG狗粮 宠物美毛犬粮,渴望
,无,,加拿大,250g,全犬期,23.00,犬粮,爱肯拿厂家出品,,,爱肯拿厂家出品,鱼肉味,满三份包邮-爱肯拿无谷全犬深海鱼250g分装试吃幼犬成犬全犬狗粮,ACANA/爱肯拿
,无,,美国,13600g,全犬期,540.00,,美国,,,誉高,鸡肉味,美国誉高天然狗粮 赛级成犬粮30磅/13.6kg 金毛萨摩耶哈士奇犬粮,誉高
通用型,无,全犬种,加拿大,1500g,成犬,135.00,犬粮,加拿大,,,加拿大耐吉斯,鸡肉味,加拿大耐吉斯无谷低敏火鸡+苹果配方天然狗粮玩赏小型犬狗粮1.5kg,耐吉斯
通用型,无,,澳大利亚,2000g,成犬,87.00,犬粮,澳大利亚,,,贵族,羊肉味,[送洁齿骨*3根]澳洲贵族Nature's Gift 羊肉鸸鹋油蓝莓成犬粮 2kg,贵族
,无,,日本,600g,全犬期,95.00,,日本,,,Petz Route,其他,日本Petz Route减肥狗粮专门针对肥胖犬设计的小颗粒低脂粮 600克,Petz Route6006
,无,,新西兰,3000g,全犬期,270.00,,新西兰,,,zeal,鱼肉味,包邮纽西兰Zeal全天然半软狗粮 鳟鱼配方 幼成犬主粮 6.5磅 3kg,zeal
,无,,新西兰,2500g,全犬期,760.00,,新西兰,,,巅峰,牛肉味,包邮纽西兰巅峰Ziwi鲜肉牛肉狗粮法斗泰迪高适口性幼成犬粮2.5kg,ZiwiPeak巅峰
,无,,加拿大,500g,幼犬,40.00,,渴望,,,加拿大渴望厂家出品,鸡肉味,满5斤包邮-渴望无谷幼犬粮鸡肉无谷狗粮试吃分装 500g,Orijen渴望
通用型,无,全犬种,美国,2270g,全犬期,269.00,犬粮,,,,极度,牛肉味,全国包邮极度进口狗粮野味天然粮全犬期大颗粒狗粮2.27KG成幼犬粮,极度
通用型,无,全犬种,德国,7980g,全犬期,987.00,犬粮,德国,,,manakula,鹿肉,德国玛娜库拉manakula进口狗粮鹿肉羊肉成犬幼犬金毛通用型17.6磅,玛娜库拉
,无,,美国,450g,全犬期,32.00,,福摩Fromm,,,福摩Fromm,鸭肉,铝箔分装 福摩Fromm 鸭肉甜薯全犬狗粮1磅肠胃敏感适合,Fromm/福摩
通用型,无,,美国,1800g,全犬期,225.00,专用粮,FROMM fromm,,,FROMM,鱼肉味,福摩Fromm 无谷全鱼幼犬全犬狗粮 4磅,Cesar/西莎
,无,全犬种,美国,5400g,幼犬,590.00,,WELLNESS WELLNESS,,,wellness,其他,香港拍摄 美国Wellness Core无谷高蛋白幼犬狗粮天然粮12磅,Banff/班芙
,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,1500g,全犬期,186.00,专用粮,美国,,,美国希尔思宠物食品,鸡肉味,授权正品美国hills希尔思/斯jd犬关节专用粮软骨素处方狗粮1.5kg,希尔思
,无,,其他,40g,全犬期,6.50,,渴望,,,渴望,其他,八袋包邮 渴望六种鱼+海藻配方狗粮 美毛全犬粮 40G试吃装犬粮,渴望
,无,,加拿大,6800g,全犬期,675.00,,Orijen渴望,,,Orijen渴望,深海鱼味,加拿大Orijen渴望六种鱼狗粮全犬期成犬幼犬无谷天然粮6.8kg,Orijen渴望
通用型,无,,比利时,15000g,成犬,760.00,犬粮,,,,比利时联合宠物食品公司,其他,比利时原装进口 欧帝亿 大型犬成犬粮天然粮15kg主粮德牧藏獒狗粮,IMPERIAL PAW/欧帝亿
通用型,无,,荷兰,10000g,成犬,380.00,犬粮,100,,,100,其他,荷兰进口曼妥思狗粮成犬天然配方粮10KG,mentos/曼妥思
,无,,英国,2000g,成犬,109.00,,英国,,,Burgess,鱼肉味,【超宠】英国进口布格斯天然防过敏狗粮成犬粮（三文鱼）现货包邮,BURGESS
,无,,英国,2000g,成犬,109.00,,英国,,,Burgess,其他,【超宠】英国进口布格斯天然防过敏狗粮成犬粮（火鸡）2kg 包邮,BURGESS
,无,,英国,1500g,成犬,109.00,,英国,,,Burgess,鸡肉味,【超宠】英国进口Burgess无谷易消化成犬粮（鸡肉）1.5kg现货包邮,BURGESS
通用型,无,,美国,12700g,全犬期,618.00,犬粮,Be my baby,,,Be my baby,鸭肉,新品美国荒野盛宴同厂Bemybaby宝能无谷鸭肉全犬全龄狗粮28磅,宝能
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,9980g,全犬期,6.98 - 718.00,犬粮,加拿大哈根纽翠斯,,,哈根纽翠斯,鸡肉味,即到 加拿大哈根Nutrience纽翠斯黑钻无谷鲜鸡肉含冻干肉狗粮22磅,哈根纽翠斯
通用型,无,全犬种,美国,6804g,全犬期,450.00,犬粮,美国,,,钻石,牛肉味,20000公里现货美国WDJ推荐荒野盛宴狗粮 野牛肉＋鹿肉15磅小颗粒,荒野盛宴
